token_id	speaker	tu_id	span	form	lemma	upos	jefferson_feats
19-1	TOI073	19	sono	sono	essere	AUX	_
19-2	TOI073	19	na:ta:	nata	nascere	VERB	_
19-3	TOI073	19	e:	e	e	CCONJ	_
19-4	TOI073	19	cresciuta	cresciuta	crescere	VERB	_
19-5	TOI073	19	e	e	e	CCONJ	_
19-6	TOI073	19	torino:::	torino	torare	VERB	_
19-7	TOI073	19	fino	fino	fino	ADV	_
19-8	TOI073	19	a::	a	a	ADP	_
19-9	TOI073	19	l'	l'	il	DET	SpaceAfter=No
19-10	TOI073	19	adolescenza	adolescenza	adolescenza	NOUN	_
19-11	TOI073	19	poi:	poi	poi	ADV	_
19-12	TOI073	19	ho	ho	avere	AUX	_
19-13	TOI073	19	vissuto	vissuto	vivere	VERB	_
19-14	TOI073	19	a	a	a	ADP	_
19-15	TOI073	19	rosta	rosta	rosta	NOUN	_
19-16	TOI073	19	per	per	per	ADP	_
19-17	TOI073	19	un	un	uno	DET	_
19-18	TOI073	19	po'	po'	poco	ADV	_
20-0	TOR001	20	okay	okay	okay	NOUN	_
21-0	TOI073	21	poi	poi	poi	ADV	_
21-1	TOI073	21	sono	sono	essere	AUX	_
21-2	TOI073	21	ritornata	ritornata	ritornare	VERB	_
21-3	TOI073	21	a	a	a	ADP	_
21-4	TOI073	21	torino	torino	torino	NOUN	_
21-5	TOI073	21	e	e	e	CCONJ	_
21-6	TOI073	21	adesso	adesso	adesso	ADV	_
21-7	TOI073	21	abito:	abito	abire	VERB	_
21-8	TOI073	21	a	a	a	ADP	_
21-9	TOI073	21	bruino	bruino	bruino	NOUN	_
21-10	TOI073	21	vicino	vicino	vicino	ADV	_
21-11	TOI073	21	a	a	a	ADP	_
21-12	TOI073	21	orbassano	orbassano	orbassano	NOUN	_
22-0	TOR001	22	okay	okay	okay	NOUN	_
22-1	TOR001	22	{P}	{P}	_	_	_
22-2	TOR001	22	okay	okay	okay	NOUN	_
22-3	TOR001	22	{ride}	{ride}	_	_	_
23-0	TOR001	23	tu	tu	tu	PRON	_
23-1	TOR001	23	[xxx]	x	x	SYM	_
23-2	TOR001	23	{ride}	{ride}	_	_	_
24-0	TOI073	24	[un	un	uno	DET	_
24-1	TOI073	24	po']	po'	poco	ADV	_
24-2	TOI073	24	dentro	dentro	dentro	ADV	_
24-3	TOI073	24	fuori	fuori	fuori	ADV	_
24-4	TOI073	24	{ride}	{ride}	_	_	_
25-0	TOI072	25	>no	no	no	INTJ	_
25-1	TOI072	25	invece<	invece	invece	ADV	_
25-2	TOI072	25	io	io	io	PRON	_
25-3	TOI072	25	sono	sono	essere	AUX	_
25-4	TOI072	25	nata	nata	nascere	VERB	_
25-5	TOI072	25	a	a	a	ADP	_
25-6	TOI072	25	torino	torino	torino	NOUN	_
25-7	TOI072	25	e:	e	e	CCONJ	_
25-8	TOI072	25	vivo:	vivo	vivo	ADJ	_
25-9	TOI072	25	a	a	a	ADP	_
25-10	TOI072	25	torino	torino	torino	NOUN	_
26-0	TOR001	26	tutto	tutto	tutto	PRON	_
26-1	TOR001	26	a	a	a	ADP	_
26-2	TOR001	26	torino,	torino	torino	NOUN	Intonation=weakly_rising
27-0	TOI072	27	sì	sì	sì	ADV	_
28-0	TOR001	28	{ride}	{ride}	_	_	_
28-1	TOR001	28	okay	okay	okay	NOUN	_
29-0	TOR001	29	allora	allora	allora	ADV	_
30-0	TOI072	30	sì	sì	sì	ADV	_
30-1	TOI072	30	abbiamo	abbiamo	avere	AUX	_
30-2	TOI072	30	vissuto	vissuto	vivere	VERB	_
30-3	TOI072	30	a	a	a	ADP	_
30-4	TOI072	30	settimo:	settimo	settimo	ADJ	_
30-5	TOI072	30	con	con	con	ADP	_
30-6	TOI072	30	i	i	il	DET	_
30-7	TOI072	30	miei	miei	mio	PRON	_
30-8	TOI072	30	fino	fino	fino	ADV	_
30-9	TOI072	30	a	a	a	ADP	_
30-10	TOI072	30	che	che	che	PRON	_
30-11	TOI072	30	non	non	non	ADV	_
30-12	TOI072	30	é	é	essere	AUX	_
30-13	TOI072	30	arrivato	arrivato	arrivare	VERB	_
30-14	TOI072	30	mio	mio	mio	DET	_
30-15	TOI072	30	fratello	fratello	fratello	NOUN	_
30-16	TOI072	30	poi	poi	poi	ADV	_
30-17	TOI072	30	ma:	ma	ma	CCONJ	_
30-18	TOI072	30	di	di	di	ADP	_
30-19	TOI072	30	tipo	tipo	tipo	NOUN	_
30-20	TOI072	30	i	i	il	DET	_
30-21	TOI072	30	prime	prime	primo	ADJ	_
30-22	TOI072	30	tre	tre	tre	NUM	_
30-23	TOI072	30	anni	anni	anno	NOUN	_
30-24	TOI072	30	della	della	_	_	_
30-24a	_	_	_	di	di	ADP	_
30-24b	_	_	_	la	il	DET	_
30-25	TOI072	30	mia	mia	mio	DET	_
30-26	TOI072	30	vita	vita	vita	NOUN	_
30-27	TOI072	30	[poi	poi	poi	ADV	_
30-28	TOI072	30	siam	siam	siam	X	_
30-29	TOI072	30	torna~	torna~	torna~	PROPN	Interrupted=Yes
30-30	TOI072	30	{P}	{P}	_	_	_
30-31	TOI072	30	poi	poi	poi	ADV	_
30-32	TOI072	30	siamo	siamo	essere	AUX	_
30-33	TOI072	30	stati	stati	essere	AUX	_
30-34	TOI072	30	lì]	lì	lì	ADV	_
31-0	TOR001	31	[okay	okay	okay	X	_
31-1	TOR001	31	{P}	{P}	_	_	_
31-2	TOR001	31	okay	okay	okay	X	_
31-3	TOR001	31	okay	okay	okay	X	_
31-4	TOR001	31	okay]	okay	okay	X	_
32-0	TOR001	32	quindi	quindi	quindi	ADV	_
32-1	TOR001	32	torinese	torinese	torinese	ADJ	_
32-2	TOR001	32	torinese,	torinese	torinese	ADJ	Intonation=weakly_rising
33-0	TOI072	33	ma	ma	ma	CCONJ	_
33-1	TOI072	33	no	no	no	ADV	_
33-2	TOI072	33	in	in	in	ADP	_
33-3	TOI072	33	realtà:	realtà	realtà	NOUN	_
33-4	TOI072	33	no	no	no	ADV	_
33-5	TOI072	33	perché	perché	perché	SCONJ	_
33-6	TOI072	33	mia	mia	mio	DET	_
33-7	TOI072	33	mamma	mamma	mamma	NOUN	_
33-8	TOI072	33	é	é	essere	AUX	_
33-9	TOI072	33	veneta	veneta	venetare	VERB	_
33-10	TOI072	33	[quindi]::	quindi	quindi	ADV	_
34-0	TOR001	34	[okay]	okay	okay	NOUN	_
35-0	TOI073	35	ah	ah	ah	INTJ	_
36-0	TOI072	36	mia	mia	mio	DET	_
36-1	TOI072	36	mamma	mamma	mamma	NOUN	_
36-2	TOI072	36	é	é	essere	AUX	_
36-3	TOI072	36	di	di	di	ADP	_
36-4	TOI072	36	rovigo	rovigo	rovigo	NOUN	_
36-5	TOI072	36	{P}	{P}	_	_	_
36-6	TOI072	36	e:::	e	e	CCONJ	_
36-7	TOI072	36	invece	invece	invece	ADV	_
36-8	TOI072	36	mio	mio	mio	DET	_
36-9	TOI072	36	papà	papà	papà	NOUN	_
36-10	TOI072	36	é	é	essere	AUX	_
36-11	TOI072	36	nato	nato	nascere	VERB	_
36-12	TOI072	36	a	a	a	ADP	_
36-13	TOI072	36	torino	torino	torino	NOUN	_
36-14	TOI072	36	ma	ma	ma	CCONJ	_
36-15	TOI072	36	mia	mia	mio	DET	_
36-16	TOI072	36	nonna	nonna	nonno	NOUN	_
36-17	TOI072	36	e:ra	era	essere	AUX	_
36-18	TOI072	36	napoletana	napoletana	napoletano	ADJ	_
36-19	TOI072	36	e	e	e	CCONJ	_
36-20	TOI072	36	mia	mia	mio	DET	_
36-21	TOI072	36	nonno	nonno	nonno	NOUN	_
36-22	TOI072	36	era	era	essere	AUX	_
36-23	TOI072	36	siciliano	siciliano	siciliano	ADJ	_
36-24	TOI072	36	quindi	quindi	quindi	ADV	_
36-25	TOI072	36	[c'	c'	ci	PRON	SpaceAfter=No
36-26	TOI072	36	é	é	é	CCONJ	_
36-27	TOI072	36	tutto	tutto	tutto	PRON	_
36-28	TOI072	36	un	un	uno	DET	_
36-29	TOI072	36	xxx	x	x	SYM	_
36-30	TOI072	36	c'	c'	ci	PRON	SpaceAfter=No
36-31	TOI072	36	é	é	é	CCONJ	_
36-32	TOI072	36	tutta	tutta	tutto	DET	_
36-33	TOI072	36	l'	l'	il	DET	SpaceAfter=No
36-34	TOI072	36	ita]lia	italia	italia	NOUN	_
36-35	TOI072	36	[eh]	eh	eh	INTJ	_
37-0	TOR001	37	[okay	okay	okay	NOUN	_
37-1	TOR001	37	quindi]	quindi	quindi	ADV	_
37-2	TOR001	37	{ride}	{ride}	_	_	_
38-0	TOI073	38	[>invece]	invece	invece	ADV	_
38-1	TOI073	38	io<	io	io	PRON	_
38-2	TOI073	38	{P}	{P}	_	_	_
38-3	TOI073	38	babbo	babbo	babbo	NOUN	_
38-4	TOI073	38	siciliano	siciliano	siciliano	ADJ	_
39-0	TOI073	39	venuto	venuto	venire	VERB	_
39-1	TOI073	39	su	su	su	ADP	_
39-2	TOI073	39	che	che	che	PRON	_
39-3	TOI073	39	aveva:	aveva	avere	VERB	_
39-4	TOI073	39	{P}	{P}	_	_	_
39-5	TOI073	39	quattordic'	quattordic'	quattordica	ADP	SpaceAfter=No
39-6	TOI073	39	anni	anni	anno	NOUN	_
39-7	TOI073	39	e	e	e	CCONJ	_
39-8	TOI073	39	mamma	mamma	mamma	NOUN	_
39-9	TOI073	39	invece	invece	invece	ADV	_
40-0	TOI073	40	di	di	di	ADP	_
40-1	TOI073	40	caporetto	caporetto	caporetto	NOUN	_
41-0	TOR001	41	{ride}	{ride}	_	X	_
42-0	TOI073	42	{ride}	{ride}	_	X	_
43-0	TOI074	43	sì	sì	sì	ADV	_
43-1	TOI074	43	[anch'	anch'	anch'	ADV	SpaceAfter=No
43-2	TOI074	43	io	io	io	PRON	_
43-3	TOI074	43	non	non	non	ADV	_
43-4	TOI074	43	xxx]	x	x	SYM	_
44-0	TOI072	44	[per	per	per	ADP	_
44-1	TOI072	44	cui:	cui	cui	PRON	_
44-2	TOI072	44	i	i	il	DET	_
44-3	TOI072	44	dialetti	dialetti	dialetto	NOUN	_
44-4	TOI072	44	si	si	si	PRON	_
44-5	TOI072	44	perd]ono	perdono	perdere	VERB	_
44-6	TOI072	44	no?	no	no	ADV	Intonation=rising
44-7	TOI072	44	infatti	infatti	infatti	ADV	_
44-8	TOI072	44	la	la	il	DET	_
44-9	TOI072	44	domanda	domanda	domanda	NOUN	_
44-10	TOI072	44	del	del	_	_	_
44-10a	_	_	_	di	di	ADP	_
44-10b	_	_	_	il	il	DET	_
44-11	TOI072	44	dialet[to	dialetto	dialetto	NOUN	_
44-12	TOI072	44	io	io	io	PRON	_
44-13	TOI072	44	non	non	non	ADV	_
44-14	TOI072	44	ho	ho	avere	AUX	_
44-15	TOI072	44	messo	messo	mettere	VERB	_
44-16	TOI072	44	nie~]	nie~	nie~	PROPN	Interrupted=Yes
45-0	TOI073	45	[io	io	io	PRON	_
45-1	TOI073	45	il	il	il	DET	_
45-2	TOI073	45	piemontese	piemontese	piemontese	NOUN	_
45-3	TOI073	45	ancora	ancora	ancora	ADV	_
45-4	TOI073	45	s]ì	sì	sì	INTJ	_
46-0	TOI072	46	io	io	io	PRON	_
46-1	TOI072	46	non	non	non	ADV	_
46-2	TOI072	46	capisco	capisco	capire	VERB	_
46-3	TOI072	46	nie~	nie~	nie~	PROPN	Interrupted=Yes
46-4	TOI072	46	>capisco<	capisco	capire	VERB	_
46-5	TOI072	46	più	più	più	ADV	_
46-6	TOI072	46	il	il	il	DET	_
46-7	TOI072	46	napoletano	napoletano	napoletano	NOUN	_
46-8	TOI072	46	che	che	che	SCONJ	_
46-9	TOI072	46	non	non	non	ADV	_
46-10	TOI072	46	c'	c'	ci	PRON	SpaceAfter=No
46-11	TOI072	46	entra	entra	entrare	VERB	_
46-12	TOI072	46	niente	niente	niente	PRON	_
47-0	TOI073	47	xxx	x	decimo	ADJ	_
48-0	TOR001	48	{ride}	{ride}	_	X	_
49-0	TOR001	49	ma	ma	ma	CCONJ	_
49-1	TOR001	49	lo	lo	lo	PRON	_
49-2	TOR001	49	[parlate	parlate	parlare	VERB	_
49-3	TOR001	49	voi]?	voi	voi	PRON	Intonation=rising
50-0	TOI072	50	[infatti	infatti	infatti	ADV	_
50-1	TOI072	50	l'	l'	lo	PRON	SpaceAfter=No
50-2	TOI072	50	ho	ho	avere	AUX	_
50-3	TOI072	50	scritto	scritto	scrivere	VERB	_
50-4	TOI072	50	napoleta~]	napoleta~	napoleta~	PROPN	Interrupted=Yes
50-5	TOI072	50	{P}	{P}	_	_	_
50-6	TOI072	50	no:	no	no	ADV	_
51-0	TOI073	51	no	no	no	ADV	_
52-0	TOR001	52	nie[nte]?	niente	niente	PRON	Intonation=rising
53-0	TOI073	53	[no:]	no	no	ADV	_
53-1	TOI073	53	lo	lo	lo	PRON	_
53-2	TOI073	53	parlavano	parlavano	parlare	VERB	_
53-3	TOI073	53	i	i	il	DET	_
53-4	TOI073	53	miei	miei	mio	DET	_
53-5	TOI073	53	nonni,	nonni	nonno	NOUN	Intonation=weakly_rising
53-6	TOI073	53	e	e	e	CCONJ	_
53-7	TOI073	53	io	io	io	PRON	_
53-8	TOI073	53	{P}	{P}	_	_	_
53-9	TOI073	53	lo	lo	lo	PRON	_
53-10	TOI073	53	capisco	capisco	capire	VERB	_
54-0	TOR001	54	mh	mh	mh	NOUN	_
55-0	TOI073	55	peró	peró	peró	PROPN	_
55-1	TOI073	55	non:	non	non	ADV	_
56-0	TOR001	56	non	non	non	ADV	_
56-1	TOR001	56	da	da	da	ADP	_
56-2	TOR001	56	parlarlo.	parlarlo	_	_	Intonation=falling
56-2a	_	_	_	parlar	parlare	VERB	_
56-2b	_	_	_	lo	lo	PRON	_
57-0	TOI073	57	no.	no	no	ADV	Intonation=falling
58-0	TOI073	58	c(io)é	cioé	cioè	NOUN	_
59-0	TOI073	59	qualche	qualche	qualche	DET	_
59-1	TOI073	59	frase:::	frase	frase	NOUN	_
60-0	TOI073	60	peró	peró	peró	PROPN	_
60-1	TOI073	60	da	da	da	ADP	_
60-2	TOI073	60	dire	dire	dire	VERB	_
60-3	TOI073	60	{P}	{P}	_	_	_
60-4	TOI073	60	c(io)é	cioé	cioé	CCONJ	_
60-5	TOI073	60	non	non	non	ADV	_
60-6	TOI073	60	non	non	non	ADV	_
60-7	TOI073	60	ho	ho	avere	VERB	_
60-8	TOI073	60	la	la	il	DET	_
60-9	TOI073	60	consuetudine:	consuetudine	consuetudine	NOUN	_
60-10	TOI073	60	nell'	nell'	_	_	SpaceAfter=No
60-10a	_	_	_	in	in	ADP	_
60-10b	_	_	_	l'	il	DET	_
60-11	TOI073	60	[utilizzo	utilizzo	utilizzo	NOUN	_
60-12	TOI073	60	no].	no	no	ADV	Intonation=falling
61-0	TOR001	61	[mh	mh	mh	X	_
61-1	TOR001	61	mh	mh	mh	X	_
61-2	TOR001	61	mh	mh	mh	X	_
61-3	TOR001	61	mh]	mh	mh	X	_
62-0	TOR001	62	é	é	essere	AUX	_
62-1	TOR001	62	anche	anche	anche	ADV	_
62-2	TOR001	62	difficile	difficile	difficile	ADJ	_
62-3	TOR001	62	trovare	trovare	trovare	VERB	_
62-4	TOR001	62	persone	persone	persona	NOUN	_
62-5	TOR001	62	poi	poi	poi	ADV	_
62-6	TOR001	62	no?	no	no	ADV	Intonation=rising
63-0	TOI073	63	[sì.	sì	sì	ADV	Intonation=falling
63-1	TOI073	63	c(io)é	cioé	cioessere	AUX	_
63-2	TOI073	63	ho	ho	avere	AUX	_
63-3	TOI073	63	sei	sei	essere	AUX	_
63-4	TOI073	63	nelle]	nelle	_	_	_
63-4a	_	_	_	in	in	ADP	_
63-4b	_	_	_	le	il	DET	_
63-5	TOI073	63	valli::	valli	valle	NOUN	_
64-0	TOR001	64	[con	con	con	ADP	_
64-1	TOR001	64	cui:]	cui	cui	PRON	_
65-0	TOI072	65	esatto.	esatto	esatto	ADJ	Intonation=falling
65-1	TOI072	65	in	in	in	ADP	_
65-2	TOI072	65	città	città	città	NOUN	_
65-3	TOI072	65	é	é	essere	AUX	_
65-4	TOI072	65	difficile	difficile	difficile	ADJ	_
65-5	TOI072	65	sentire	sentire	sentire	VERB	_
65-6	TOI072	65	parlare::	parlare	parlare	VERB	_
65-7	TOI072	65	il	il	il	DET	_
65-8	TOI072	65	dialetto	dialetto	dialetto	NOUN	_
66-0	TOI073	66	mh	mh	mh	NOUN	_
67-0	TOR001	67	mh	mh	mh	X	_
67-1	TOR001	67	mh	mh	mh	X	_
67-2	TOR001	67	mh	mh	mh	X	_
68-0	TOR001	68	ma	ma	ma	CCONJ	_
68-1	TOR001	68	sentire	sentire	sentire	VERB	_
68-2	TOR001	68	ogni	ogni	ogni	DET	_
68-3	TOR001	68	tanto	tanto	tanto	NOUN	_
68-4	TOR001	68	si	si	si	PRON	_
68-5	TOR001	68	sente	sente	sentire	VERB	_
68-6	TOR001	68	no:?	no	no	ADV	Intonation=rising
69-0	TOI072	69	sì	sì	sì	ADV	_
69-1	TOI072	69	ma	ma	ma	CCONJ	_
69-2	TOI072	69	dagli	dagli	_	_	_
69-2a	_	_	_	da	da	ADP	_
69-2b	_	_	_	gli	il	DET	_
69-3	TOI072	69	anzi[ani	anziani	anziano	NOUN	_
69-4	TOI072	69	peró]	peró	peró	PROPN	_
69-5	TOI072	69	{P}[	{P}	_	_	_
69-6	TOI072	69	pe]rché::	perché	perché	SCONJ	_
70-0	TOR001	70	[sì:]	sì	sì	ADV	_
71-0	TOI073	71	[sì].	sì	sì	ADV	Intonation=falling
72-0	TOI072	72	se	se	se	SCONJ	_
72-1	TOI072	72	no	no	no	ADV	_
72-2	TOI072	72	si	si	si	PRON	_
72-3	TOI072	72	perso	perso	perso	VERB	_
72-4	TOI072	72	poi	poi	poi	ADV	_
73-0	TOR001	73	mh	mh	mh	X	_
73-1	TOR001	73	mh	mh	mh	X	_
73-2	TOR001	73	mh	mh	mh	X	_
73-3	TOR001	73	mh	mh	mh	X	_
73-4	TOR001	73	mh	mh	mh	X	_
74-0	TOI072	74	ed	ed	e	CCONJ	_
74-1	TOI072	74	é	é	essere	AUX	_
74-2	TOI072	74	anche	anche	anche	ADV	_
74-3	TOI072	74	quasi	quasi	quasi	ADV	_
74-4	TOI072	74	un	un	uno	DET	_
74-5	TOI072	74	peccato	peccato	peccato	NOUN	_
75-0	TOR001	75	eh	eh	eh	INTJ	_
75-1	TOR001	75	{P}	{P}	_	_	_
75-2	TOR001	75	sì	sì	sì	INTJ	_
75-3	TOR001	75	sì	sì	sì	INTJ	_
75-4	TOR001	75	son	son	son	NOUN	_
75-5	TOR001	75	d'	d'	di	ADP	SpaceAfter=No
75-6	TOR001	75	accordo	accordo	accordo	NOUN	_
76-0	TOR001	76	perché	perché	perché	SCONJ	_
76-1	TOR001	76	secondo	secondo	secondo	ADP	_
76-2	TOR001	76	voi	voi	voi	PRON	_
76-3	TOR001	76	é	é	essere	AUX	_
76-4	TOR001	76	un	un	uno	DET	_
76-5	TOR001	76	peccato?	peccato	peccato	NOUN	Intonation=rising
77-0	TOR001	77	son	son	essere	AUX	_
77-1	TOR001	77	d'	d'	di	ADP	SpaceAfter=No
77-2	TOR001	77	accordo	accordo	accordo	NOUN	_
77-3	TOR001	77	eh	eh	eh	INTJ	_
77-4	TOR001	77	peró	peró	peró	PROPN	_
77-5	TOR001	77	{ride}	{ride}	_	_	_
78-0	TOI072	78	m::::::h	mh	mh	NOUN	_
78-1	TOI072	78	non	non	non	ADV	_
79-0	TOI072	79	perché	perché	perché	SCONJ	_
79-1	TOI072	79	secondo	secondo	secondo	ADP	_
79-2	TOI072	79	me	me	me	PRON	_
79-3	TOI072	79	ne:	ne	ne	PRON	_
79-4	TOI072	79	mh	mh	mh	X	_
79-5	TOI072	79	m::h	mh	mh	X	_
80-0	TOI072	80	é	é	essere	AUX	_
80-1	TOI072	80	bello	bello	bello	ADJ	_
80-2	TOI072	80	anche	anche	anche	ADV	_
80-3	TOI072	80	sentire:::	sentire	sentire	VERB	_
80-4	TOI072	80	il	il	il	DET	_
80-5	TOI072	80	proprio:::	proprio	proprio	DET	_
81-0	TOI072	81	dialetto	dialetto	dialetto	NOUN	_
81-1	TOI072	81	di	di	di	ADP	_
81-2	TOI072	81	appartenza	appartenza	appartenza	NOUN	_
81-3	TOI072	81	adesso	adesso	adesso	ADV	_
81-4	TOI072	81	non	non	non	ADV	_
81-5	TOI072	81	non	non	non	ADV	_
81-6	TOI072	81	é	é	essere	AUX	_
81-7	TOI072	81	una	una	uno	DET	_
81-8	TOI072	81	roba	roba	roba	NOUN	_
81-9	TOI072	81	di	di	di	ADP	_
81-10	TOI072	81	razzismo	razzismo	razzismo	NOUN	_
81-11	TOI072	81	peró:	peró	peró	PROPN	_
82-0	TOR001	82	{ride}	{ride}	_	X	_
83-0	TOI072	83	é	é	essere	AUX	_
83-1	TOI072	83	anche	anche	anche	ADV	_
83-2	TOI072	83	bello	bello	bello	ADJ	_
83-3	TOI072	83	sentire:::	sentire	sentire	VERB	_
83-4	TOI072	83	quando	quando	quando	SCONJ	_
83-5	TOI072	83	uno	uno	uno	PRON	_
83-6	TOI072	83	va	va	andare	VERB	_
83-7	TOI072	83	cambia	cambia	cambio	ADJ	_
83-8	TOI072	83	città	città	città	NOUN	_
83-9	TOI072	83	senti	senti	sentire	VERB	_
83-10	TOI072	83	subito	subito	subito	ADV	_
83-11	TOI072	83	che	che	che	PRON	_
83-12	TOI072	83	ha	ha	avere	VERB	_
83-13	TOI072	83	un:::	un	uno	DET	_
84-0	TOI072	84	una	una	uno	DET	_
84-1	TOI072	84	fonetica	fonetica	fonetica	NOUN	_
84-2	TOI072	84	<diversa>	diversa	diverso	ADJ	_
84-3	TOI072	84	e::	e	e	CCONJ	_
84-4	TOI072	84	{P}	{P}	_	_	_
84-5	TOI072	84	[noi	noi	noi	PRON	_
84-6	TOI072	84	alla	alla	_	_	_
84-6a	_	_	_	a	a	ADP	_
84-6b	_	_	_	la	il	DET	_
84-7	TOI072	84	fine]:	fine	fine	NOUN	_
85-0	TOR001	85	[mh	mh	mh	X	_
85-1	TOR001	85	mh	mh	mh	X	_
85-2	TOR001	85	mh	mh	mh	X	_
85-3	TOR001	85	mh]	mh	mh	X	_
86-0	TOI072	86	non	non	non	ADV	_
86-1	TOI072	86	ce	ce	ce	PRON	_
86-2	TOI072	86	ne	ne	ne	PRON	_
86-3	TOI072	86	accorgiamo	accorgiamo	accorgare	VERB	_
86-4	TOI072	86	neanche	neanche	neanche	ADV	_
87-0	TOI072	87	poi	poi	poi	ADV	_
87-1	TOI072	87	[quando	quando	quando	SCONJ	_
87-2	TOI072	87	{P}	{P}	_	_	_
87-3	TOI072	87	sì].	sì	sì	ADV	Intonation=falling
87-4	TOI072	87	poi	poi	poi	ADV	_
87-5	TOI072	87	quando	quando	quando	SCONJ	_
87-6	TOI072	87	andiamo	andiamo	andare	VERB	_
87-7	TOI072	87	magari:::	magari	magari	ADV	_
87-8	TOI072	87	ti	ti	ti	PRON	_
87-9	TOI072	87	dicono	dicono	dire	VERB	_
87-10	TOI072	87	ah	ah	ah	INTJ	_
87-11	TOI072	87	allora	allora	allora	ADV	_
87-12	TOI072	87	ma	ma	ma	CCONJ	_
87-13	TOI072	87	tu	tu	tu	PRON	_
87-14	TOI072	87	parli	parli	_	_	_
87-14a	_	_	_	par	pare	VERB	_
87-14b	_	_	_	li	li	PRON	_
