token_id	speaker	tu_id	span	form	lemma	upos	jefferson_feats
4-3	TO030	4	inter	inter	inter	NOUN	_
4-4	TO030	4	ha	ha	avere	AUX	_
4-5	TO030	4	vinto	vinto	vincere	VERB	_
5-0	T0032	5	sì?	sì	sì	ADV	Intonation=rising
5-1	T0032	5	quanto?	quanto	quanto	ADV	Intonation=rising
6-0	TO030	6	tre	tre	tre	NUM	_
6-1	TO030	6	a	a	a	ADP	_
6-2	TO030	6	uno	uno	uno	DET	_
7-0	T0032	7	contro?	contro	contro	ADV	Intonation=rising
8-0	TO030	8	la	la	il	DET	_
8-1	TO030	8	lazio	lazio	lazio	NOUN	_
9-0	T0032	9	ma	ma	ma	CCONJ	_
9-1	T0032	9	vedi	vedi	vedere	VERB	_
9-2	T0032	9	questi	questi	questo	PRON	_
9-3	T0032	9	cioè	cioè	cioè	ADV	_
10-0	TO030	10	ma	ma	ma	CCONJ	_
10-1	TO030	10	a	a	a	ADP	_
10-2	TO030	10	caso	caso	caso	NOUN	_
10-3	TO030	10	eh	eh	eh	ADJ	_
10-4	TO030	10	a	a	a	ADP	_
10-5	TO030	10	caso	caso	caso	NOUN	_
10-6	TO030	10	sono	sono	essere	AUX	_
10-7	TO030	10	vittorie	vittorie	vittoria	NOUN	_
10-8	TO030	10	completamente	completamente	completamente	ADV	_
10-9	TO030	10	a	a	a	ADP	_
10-10	TO030	10	caso	caso	caso	NOUN	_
11-0	T0032	11	ma	ma	ma	CCONJ	_
11-1	T0032	11	è	è	essere	AUX	_
11-2	T0032	11	tutto	tutto	tutto	PRON	_
11-3	T0032	11	l'	l'	il	DET	Truncated=Yes
11-4	T0032	11	anno	anno	anno	NOUN	_
11-5	T0032	11	cioè	cioè	cioè	CCONJ	_
11-6	T0032	11	dio	dio	dio	NOUN	_
11-7	T0032	11	bono	bono	bire	VERB	_
12-0	T0032	12	vinci	vinci	vincio	NOUN	_
12-1	T0032	12	contro	contro	contro	ADP	_
12-2	T0032	12	la	la	il	DET	_
12-3	T0032	12	juve,	juve	juve	NUM	Intonation=weakly_rising
12-4	T0032	12	perdi	perdi	perdo	NOUN	_
12-5	T0032	12	contro	contro	contro	ADP	_
12-6	T0032	12	il	il	il	DET	_
12-7	T0032	12	sassuolo,	sassuolo	sassuolo	NOUN	Intonation=weakly_rising
12-8	T0032	12	perdi	perdi	perdare	VERB	_
12-9	T0032	12	con	con	con	ADP	_
12-10	T0032	12	il	il	il	DET	_
12-11	T0032	12	genova,	genova	genovo	ADJ	Intonation=weakly_rising
12-12	T0032	12	vinci	vinci	vince	NOUN	_
12-13	T0032	12	con	con	con	ADP	_
12-14	T0032	12	la	la	il	DET	_
12-15	T0032	12	lazio	lazio	lazio	NOUN	_
13-0	T0032	13	e:::h	eh	eh	INTJ	_
14-0	T0032	14	credo	credo	credere	VERB	_
14-1	T0032	14	che	che	che	SCONJ	_
14-2	T0032	14	potremmo	potremmo	potere	AUX	_
14-3	T0032	14	aprire	aprire	aprire	VERB	_
14-4	T0032	14	un	un	uno	DET	_
14-5	T0032	14	nostro	nostro	nostro	DET	_
14-6	T0032	14	ristorante	ristorante	ristorante	NOUN	_
14-7	T0032	14	x	x	x	SYM	_
14-8	T0032	14	xxxx	x	x	SYM	_
14-9	T0032	14	comunque	comunque	comunque	ADV	_
15-0	TO030	15	ristorante	ristorante	ristorante	NOUN	_
16-0	T0032	16	e	e	e	CCONJ	_
16-1	T0032	16	la	la	il	DET	_
16-2	T0032	16	svolta,	svolta	svolta	NOUN	Intonation=weakly_rising
16-3	T0032	16	{P}	{P}	_	_	_
16-4	T0032	16	è	è	essere	AUX	_
16-5	T0032	16	stata	stata	essere	VERB	_
16-6	T0032	16	quando	quando	quando	SCONJ	_
16-7	T0032	16	io,	io	io	PRON	Intonation=weakly_rising
16-8	T0032	16	ho	ho	avere	AUX	_
16-9	T0032	16	capito	capito	capere	VERB	_
16-10	T0032	16	{P}	{P}	_	_	_
16-11	T0032	16	io	io	io	PRON	_
17-0	T0032	17	senza	senza	senza	ADP	_
17-1	T0032	17	fare	fare	fare	VERB	_
17-2	T0032	17	nomi	nomi	nome	NOUN	_
17-3	T0032	17	io	io	io	PRON	_
17-4	T0032	17	ho	ho	avere	AUX	_
17-5	T0032	17	capito	capito	capere	VERB	_
18-0	T0032	18	che	che	che	SCONJ	_
18-1	T0032	18	si	si	si	PRON	_
18-2	T0032	18	poteva	poteva	potere	AUX	_
18-3	T0032	18	non	non	non	ADV	_
18-4	T0032	18	mettere	mettere	mettere	VERB	_
18-5	T0032	18	l'	l'	il	DET	Truncated=Yes
18-6	T0032	18	olio	olio	olio	NOUN	_
18-7	T0032	18	nella	nella	_	_	_
18-7a	_	_	_	in	in	ADP	_
18-7b	_	_	_	la	il	DET	_
18-8	T0032	18	padella	padella	padella	NOUN	_
19-0	TO030	19	ma	ma	ma	CCONJ	_
19-1	TO030	19	in	in	in	ADP	_
19-2	TO030	19	realtà	realtà	realtà	NOUN	_
19-3	TO030	19	io::	io	io	PRON	_
20-0	T0032	20	lo	lo	il	DET	_
20-1	T0032	20	sospettavi	sospettavi	sospettavo	NOUN	_
21-0	TO030	21	no:::	no	no	ADV	_
21-1	TO030	21	perché	perché	perché	SCONJ	_
21-2	TO030	21	io	io	io	PRON	_
21-3	TO030	21	le	le	il	DET	_
21-4	TO030	21	prime	prime	primo	ADJ	_
21-5	TO030	21	volte	volte	volte	NOUN	_
21-6	TO030	21	l'	l'	il	DET	Truncated=Yes
21-7	TO030	21	olio	olio	olio	NOUN	_
21-8	TO030	21	lo	lo	il	PRON	_
21-9	TO030	21	mettevo	mettevo	mettere	VERB	_
21-10	TO030	21	cioè	cioè	cioè	ADV	_
21-11	TO030	21	la	la	il	DET	_
21-12	TO030	21	carbonara	carbonara	carbonara	NOUN	_
21-13	TO030	21	più	più	più	ADV	_
21-14	TO030	21	buona	buona	buono	ADJ	_
21-15	TO030	21	che	che	che	PRON	_
21-16	TO030	21	ho	ho	avere	AUX	_
21-17	TO030	21	mai	mai	mai	ADV	_
21-18	TO030	21	fatto	fatto	fare	VERB	_
21-19	TO030	21	è	è	essere	AUX	_
21-20	TO030	21	la	la	il	DET	_
21-21	TO030	21	primissima	primissima	primo	ADJ	_
21-22	TO030	21	che	che	che	PRON	_
21-23	TO030	21	ho	ho	avere	AUX	_
21-24	TO030	21	[fatto]	fatto	figere	VERB	_
22-0	T0032	22	[ma	ma	ma	CCONJ	_
22-1	T0032	22	se]condo	secondo	secondo	ADP	_
22-2	T0032	22	me	me	me	PRON	_
22-3	T0032	22	è	è	essere	AUX	_
22-4	T0032	22	un'	un'	uno	DET	Truncated=Yes
22-5	T0032	22	impressione	impressione	impressione	NOUN	_
23-0	TO030	23	dici	dici	dire	VERB	_
23-1	TO030	23	che	che	che	SCONJ	_
23-2	TO030	23	è	è	essere	AUX	_
23-3	TO030	23	un'	un'	uno	DET	Truncated=Yes
23-4	TO030	23	impressione?	impressione	impressione	NOUN	Intonation=rising
24-0	T0032	24	sì	sì	sì	ADV	_
25-0	T0032	25	anch'	anch'	anche	ADV	Truncated=Yes
25-1	T0032	25	io	io	io	PRON	_
25-2	T0032	25	farò	farò	fare	VERB	_
25-3	T0032	25	delle	delle	_	_	_
25-3a	_	_	_	di	di	ADP	_
25-3b	_	_	_	le	il	DET	_
25-4	T0032	25	omelettes	omelettes	omelette	NOUN	_
25-5	T0032	25	migliori	migliori	migliore	ADJ	_
25-6	T0032	25	ma	ma	ma	CCONJ	_
25-7	T0032	25	penserò	penserò	penserare	VERB	_
25-8	T0032	25	sempre	sempre	sempre	ADV	_
25-9	T0032	25	che	che	che	SCONJ	_
25-10	T0032	25	la	la	il	DET	_
25-11	T0032	25	prima	prima	primo	ADJ	_
25-12	T0032	25	sia	sia	essere	CCONJ	_
25-13	T0032	25	la	la	il	DET	_
25-14	T0032	25	migliore	migliore	migliore	ADJ	_
26-0	TO030	26	ma	ma	ma	CCONJ	_
26-1	TO030	26	dici?	dici	dire	VERB	Intonation=rising
26-2	TO030	26	ma	ma	ma	CCONJ	_
26-3	TO030	26	secondo	secondo	secondo	ADP	_
26-4	TO030	26	me	me	me	PRON	_
26-5	TO030	26	la	la	il	DET	_
26-6	TO030	26	prima	prima	primo	ADJ	_
26-7	TO030	26	era	era	essere	AUX	_
26-8	TO030	26	venuta	venuta	venere	VERB	_
26-9	TO030	26	perfetta	perfetta	perfetto	ADJ	_
27-0	TO030	27	allora	allora	allora	ADV	_
27-1	TO030	27	il	il	il	DET	_
27-2	TO030	27	proble::ma,	problema	problema	NOUN	Intonation=weakly_rising
28-0	TO030	28	è	è	essere	VERB	_
28-1	TO030	28	che	che	che	SCONJ	_
28-2	TO030	28	l'	l'	il	DET	Truncated=Yes
28-3	TO030	28	uo::vo,	uovo	uovo	NOUN	Intonation=weakly_rising
28-4	TO030	28	ecco	ecco	ecco	ADV	_
28-5	TO030	28	ecco	ecco	ecco	ADV	_
28-6	TO030	28	è	è	essere	AUX	_
28-7	TO030	28	questo	questo	questo	PRON	_
28-8	TO030	28	il	il	il	DET	_
28-9	TO030	28	problema	problema	problema	NOUN	_
28-10	TO030	28	della	della	_	_	_
28-10a	_	_	_	di	di	ADP	_
28-10b	_	_	_	la	il	DET	_
28-11	TO030	28	carbonara	carbonara	carbonara	NOUN	_
28-12	TO030	28	che	che	che	PRON	_
28-13	TO030	28	facciamo	facciamo	fare	VERB	_
28-14	TO030	28	ultimamente	ultimamente	ultimamente	ADV	_
29-0	TO030	29	l'	l'	il	DET	Truncated=Yes
29-1	TO030	29	uovo	uovo	uovo	NOUN	_
29-2	TO030	29	rimane	rimane	rimanere	VERB	_
29-3	TO030	29	troppo	troppo	troppo	DET	_
29-4	TO030	29	liquido	liquido	liquido	NOUN	_
30-0	T0032	30	sì.	sì	sì	ADV	Intonation=falling
31-0	T0032	31	è	è	essere	AUX	_
31-1	T0032	31	vero.	vero	vero	ADJ	Intonation=falling
32-0	TO030	32	cosa	cosa	cosa	PRON	_
32-1	TO030	32	sbagliamo	sbagliamo	sbagliare	VERB	_
32-2	TO030	32	dal	dal	_	_	_
32-2a	_	_	_	da	da	ADP	_
32-2b	_	_	_	il	il	DET	_
32-3	TO030	32	tuo	tuo	tuo	DET	_
32-4	TO030	32	punto	punto	punto	NOUN	_
32-5	TO030	32	di	di	di	ADP	_
32-6	TO030	32	vis[ta]?	vista	vista	NOUN	Intonation=rising
33-0	T0032	33	[seco]ndo	secondo	secondo	ADP	_
33-1	T0032	33	me,	me	me	PRON	Intonation=weakly_rising
34-0	T0032	34	è	è	essere	VERB	_
34-1	T0032	34	che	che	che	SCONJ	_
34-2	T0032	34	la	la	il	DET	_
34-3	T0032	34	padella	padella	padella	NOUN	_
34-4	T0032	34	è	è	essere	AUX	_
34-5	T0032	34	fredda	fredda	freddo	ADJ	_
35-0	T0032	35	perché:::	perché	perché	SCONJ	_
35-1	T0032	35	la	la	il	DET	_
35-2	T0032	35	pancetta	pancetta	pancetta	NOUN	_
35-3	T0032	35	l'	l'	lo	PRON	Truncated=Yes
35-4	T0032	35	ho	ho	avere	AUX	_
35-5	T0032	35	fatta	fatta	fare	VERB	_
35-6	T0032	35	prima,	prima	prima	ADV	Intonation=weakly_rising
36-0	TO030	36	okay	okay	okay	NOUN	_
36-1	TO030	36	allora	allora	allora	ADV	_
36-2	TO030	36	per	per	per	ADP	_
36-3	TO030	36	{P}	{P}	_	_	_
36-4	TO030	36	esatto	esatto	esatto	ADJ	_
36-5	TO030	36	facciamo	facciamo	fare	VERB	_
36-6	TO030	36	quello	quello	quello	PRON	_
36-7	TO030	36	perché	perché	perché	SCONJ	_
37-0	TO030	37	il	il	il	DET	_
37-1	TO030	37	problema	problema	problema	NOUN	_
37-2	TO030	37	è	è	essere	VERB	_
37-3	TO030	37	che	che	che	SCONJ	_
37-4	TO030	37	non	non	non	ADV	_
38-0	TO030	38	risulta	risulta	risultare	VERB	_
38-1	TO030	38	un	un	uno	DET	_
38-2	TO030	38	po'	po'	poco	ADV	_
38-3	TO030	38	pesante	pesante	pesante	ADJ	_
38-4	TO030	38	quando	quando	quando	SCONJ	_
38-5	TO030	38	quando	quando	quando	SCONJ	_
38-6	TO030	38	mangi	mangi	mangio	NOUN	_
38-7	TO030	38	spaghetti	spaghetti	spaghetto	ADJ	_
38-8	TO030	38	in	in	in	ADP	_
38-9	TO030	38	fiume	fiume	fiume	NOUN	_
38-10	TO030	38	di	di	di	ADP	_
38-11	TO030	38	uovo	uovo	uovo	NOUN	_
38-12	TO030	38	{P}	{P}	_	_	_
38-13	TO030	38	cioè	cioè	cioè	CCONJ	_
39-0	TO030	39	capito?	capito	capere	VERB	Intonation=rising
40-0	T0032	40	che	che	che	SCONJ	_
40-1	T0032	40	poi	poi	poi	ADV	_
40-2	T0032	40	in	in	in	ADP	_
40-3	T0032	40	realtà	realtà	realtà	NOUN	_
40-4	T0032	40	guarda	guarda	guardare	VERB	_
40-5	T0032	40	che	che	che	SCONJ	_
41-0	T0032	41	cioè	cioè	cioè	ADV	_
41-1	T0032	41	la	la	il	DET	_
41-2	T0032	41	mia	mia	mio	DET	_
41-3	T0032	41	amica	amica	amica	NOUN	_
41-4	T0032	41	romana,	romana	romanare	VERB	Intonation=weakly_rising
41-5	T0032	41	quando	quando	quando	SCONJ	_
41-6	T0032	41	l'	l'	lo	PRON	Truncated=Yes
41-7	T0032	41	ha	ha	avere	AUX	_
41-8	T0032	41	fatta,	fatta	fare	VERB	Intonation=weakly_rising
42-0	T0032	42	ha	ha	avere	AUX	_
42-1	T0032	42	detto	detto	dire	VERB	_
42-2	T0032	42	che	che	che	SCONJ	_
42-3	T0032	42	era	era	essere	AUX	_
42-4	T0032	42	venuta	venuta	venire	VERB	_
42-5	T0032	42	male	male	male	ADV	_
42-6	T0032	42	perché	perché	perché	SCONJ	_
42-7	T0032	42	l'	l'	il	DET	Truncated=Yes
42-8	T0032	42	uovo	uovo	uovo	NOUN	_
42-9	T0032	42	si	si	si	PRON	_
42-10	T0032	42	era	era	essere	AUX	_
42-11	T0032	42	rappreso	rappreso	rapprendere	VERB	_
43-0	T0032	43	quindi,	quindi	quindi	ADV	Intonation=weakly_rising
44-0	TO030	44	no	no	no	ADV	_
44-1	TO030	44	va	va	andare	VERB	_
44-2	TO030	44	bene	bene	bene	ADV	_
44-3	TO030	44	ma	ma	ma	CCONJ	_
44-4	TO030	44	è	è	essere	AUX	_
44-5	TO030	44	anche	anche	anche	ADV	_
44-6	TO030	44	gusto	gusto	gusto	ADJ	_
44-7	TO030	44	personale	personale	personale	ADJ	_
44-8	TO030	44	eh	eh	eh	NOUN	_
45-0	T0032	45	sì	sì	sì	ADV	_
45-1	T0032	45	ma	ma	ma	CCONJ	_
45-2	T0032	45	sai	sai	sapere	VERB	_
45-3	T0032	45	come	come	come	SCONJ	_
45-4	T0032	45	sono	sono	essere	VERB	_
45-5	T0032	45	i	i	il	DET	_
45-6	T0032	45	romani	romani	romani	NOUN	_
45-7	T0032	45	pretendono	pretendono	pretendere	VERB	_
45-8	T0032	45	di	di	di	ADP	_
45-9	T0032	45	sapere::	sapere	sapere	VERB	_
45-10	T0032	45	loro	loro	loro	PRON	_
45-11	T0032	45	come	come	come	ADV	_
45-12	T0032	45	si	si	si	PRON	_
45-13	T0032	45	fa	fa	fare	VERB	_
45-14	T0032	45	tutto	tutto	tutto	PRON	_
45-15	T0032	45	quindi	quindi	quindi	ADV	_
46-0	T0032	46	mi	mi	mi	PRON	_
46-1	T0032	46	fido	fido	fidare	VERB	_
46-2	T0032	46	anche	anche	anche	ADV	_
47-0	T0032	47	lei	lei	lei	PRON	_
47-1	T0032	47	poi	poi	poi	ADV	_
47-2	T0032	47	fa	fa	fare	VERB	_
47-3	T0032	47	una	una	uno	DET	_
47-4	T0032	47	pasta	pasta	pasta	NOUN	_
47-5	T0032	47	eccezionale	eccezionale	eccezionale	ADJ	_
48-0	T0032	48	e	e	e	CCONJ	_
48-1	T0032	48	fabrizio	fabrizio	fabrizio	NOUN	_
48-2	T0032	48	prova	prova	provare	VERB	_
48-3	T0032	48	a	a	a	ADP	_
48-4	T0032	48	xxxxx	x	x	SYM	_
48-5	T0032	48	per	per	per	ADP	_
48-6	T0032	48	tutto	tutto	tutto	DET	_
48-7	T0032	48	il	il	il	DET	_
48-8	T0032	48	tempo	tempo	tempo	NOUN	_
48-9	T0032	48	in	in	in	ADP	_
48-10	T0032	48	toscana	toscana	toscano	NOUN	_
49-0	TO030	49	sì	sì	sì	ADV	_
49-1	TO030	49	vorrei	vorrei	vorere	AUX	_
49-2	TO030	49	essere	essere	essere	AUX	_
49-3	TO030	49	abbastanza	abbastanza	abbastanza	ADV	_
49-4	TO030	49	brava	brava	brare	VERB	_
49-5	TO030	49	a	a	a	ADP	_
49-6	TO030	49	cucinare	cucinare	cucinare	VERB	_
49-7	TO030	49	{P}	{P}	_	_	_
49-8	TO030	49	a	a	a	ADP	_
49-9	TO030	49	un	un	uno	DET	_
49-10	TO030	49	certo	certo	certo	ADJ	_
49-11	TO030	49	punto	punto	punto	NOUN	_
50-0	T0032	50	tu	tu	tu	PRON	_
50-1	T0032	50	poi	poi	poi	ADV	_
50-2	T0032	50	sei	sei	sei	NUM	_
50-3	T0032	50	figlia	figlia	figlio	NOUN	_
50-4	T0032	50	di	di	di	ADP	_
50-5	T0032	50	un	un	uno	DET	_
50-6	T0032	50	cuoco	cuoco	cuoco	NOUN	_
50-7	T0032	50	e	e	e	CCONJ	_
50-8	T0032	50	di	di	di	ADP	_
50-9	T0032	50	una	una	uno	DET	_
50-10	T0032	50	pasticcera	pasticcera	pasticcera	NOUN	_
50-11	T0032	50	qui[ndi]	quindi	quindi	ADV	_
51-0	TO030	51	[vabbè]	vabbè	vabbere	VERB	_
51-1	TO030	51	mio	mio	mio	DET	_
51-2	TO030	51	papà	papà	papà	NOUN	_
51-3	TO030	51	è	è	essere	AUX	_
51-4	TO030	51	un	un	uno	DET	_
51-5	TO030	51	cuoco	cuoco	cuoco	NOUN	_
51-6	TO030	51	adesso	adesso	adesso	ADV	_
51-7	TO030	51	mio	mio	mio	DET	_
51-8	TO030	51	papà	papà	papà	NOUN	_
51-9	TO030	51	è	è	essere	AUX	_
51-10	TO030	51	cuoco	cuoco	cuoco	NOUN	_
51-11	TO030	51	bari~	bari~	bari~	PROPN	Interrupted=Yes
51-12	TO030	51	cioè	cioè	cioè	CCONJ	_
51-13	TO030	51	non	non	non	ADV	_
51-14	TO030	51	è	è	essere	AUX	_
52-0	TO030	52	cuoco:::	cuoco	cuoco	NOUN	_
52-1	TO030	52	michelin	michelin	michelino	ADP	_
52-2	TO030	52	mio	mio	mio	DET	_
52-3	TO030	52	papà	papà	papà	NOUN	_
52-4	TO030	52	eh.	eh	eh	NOUN	Intonation=falling
52-5	TO030	52	nel	nel	_	_	_
52-5a	_	_	_	in	in	ADP	_
52-5b	_	_	_	il	il	DET	_
52-6	TO030	52	senso::	senso	senso	NOUN	_
53-0	T0032	53	capito	capito	capire	VERB	_
53-1	T0032	53	[però	però	però	ADV	_
53-2	T0032	53	cucinare	cucinare	cucinare	VERB	_
53-3	T0032	53	cucina]	cucina	cucina	NOUN	_
54-0	TO030	54	[in	in	in	ADP	_
54-1	TO030	54	questo	questo	questo	DET	_
54-2	TO030	54	preciso	preciso	preciso	ADJ	_
54-3	TO030	54	momento	momento	momento	NOUN	_
54-4	TO030	54	fa]	fa	fare	VERB	_
54-5	TO030	54	il	il	il	DET	_
54-6	TO030	54	cuoco	cuoco	cuoco	NOUN	_
54-7	TO030	54	{P}	{P}	_	_	_
54-8	TO030	54	sì	sì	sì	ADV	_
55-0	T0032	55	io	io	io	PRON	_
55-1	T0032	55	non	non	non	ADV	_
55-2	T0032	55	potrei	potrei	potre	VERB	_
55-3	T0032	55	in	in	in	ADP	_
55-4	T0032	55	questo	questo	questo	DET	_
55-5	T0032	55	preciso	preciso	preciso	ADJ	_
55-6	T0032	55	momento	momento	momento	NOUN	_
55-7	T0032	55	fare	fare	fare	VERB	_
55-8	T0032	55	il	il	il	DET	_
55-9	T0032	55	cuoco	cuoco	cuoco	NOUN	_
55-10	T0032	55	perché	perché	perché	SCONJ	_
55-11	T0032	55	non	non	non	ADV	_
55-12	T0032	55	sono	sono	essere	AUX	_
55-13	T0032	55	capace	capace	capace	ADJ	_
55-14	T0032	55	a	a	a	ADP	_
55-15	T0032	55	cucinare	cucinare	cucinare	VERB	_
55-16	T0032	55	nient'	nient'	niento	ADV	Truncated=Yes
55-17	T0032	55	altro	altro	altro	PRON	_
55-18	T0032	55	che	che	che	SCONJ	_
55-19	T0032	55	non	non	non	ADV	_
55-20	T0032	55	sia	sia	essere	VERB	_
55-21	T0032	55	la	la	il	DET	_
55-22	T0032	55	carbonara	carbonara	carbonara	NOUN	_
56-0	T0032	56	l'	l'	il	DET	Truncated=Yes
56-1	T0032	56	omele::tte,	omelette	omeletta	NOUN	Intonation=weakly_rising
57-0	TO030	57	io	io	io	PRON	_
57-1	TO030	57	vorrei	vorrei	volere	AUX	_
57-2	TO030	57	imparare	imparare	imparare	VERB	_
58-0	TO030	58	a	a	a	ADP	_
58-1	TO030	58	fare	fare	fare	VERB	_
58-2	TO030	58	gli	gli	il	DET	_
58-3	TO030	58	gnocchi	gnocchi	gnocco	NOUN	_
58-4	TO030	58	da	da	da	ADP	_
58-5	TO030	58	mia	mia	mio	DET	_
58-6	TO030	58	nonna,	nonna	nonno	NOUN	Intonation=weakly_rising
58-7	TO030	58	gli	gli	il	DET	_
58-8	TO030	58	gnocchi,	gnocchi	gnocco	NOUN	Intonation=weakly_rising
58-9	TO030	58	e:::	e	e	CCONJ	_
58-10	TO030	58	le	le	il	DET	_
58-11	TO030	58	tagliatelle	tagliatelle	tagliatella	NOUN	_
58-12	TO030	58	i	i	il	DET	_
58-13	TO030	58	ravioli	ravioli	raviolo	NOUN	_
58-14	TO030	58	da	da	da	ADP	_
58-15	TO030	58	mia	mia	mio	DET	_
58-16	TO030	58	nonna	nonna	nonno	NOUN	_
58-17	TO030	58	la	la	il	DET	_
58-18	TO030	58	pasta	pasta	pasta	NOUN	_
58-19	TO030	58	fresca	fresca	fresco	ADJ	_
58-20	TO030	58	che	che	che	PRON	_
58-21	TO030	58	lei	lei	lei	PRON	_
58-22	TO030	58	la	la	la	PRON	_
58-23	TO030	58	fa	fa	fare	VERB	_
58-24	TO030	58	{P}	{P}	_	_	_
58-25	TO030	58	benissimo,	benissimo	bene	ADV	Intonation=weakly_rising
59-0	TO030	59	poi	poi	poi	ADV	_
59-1	TO030	59	vorrei	vorrei	volere	AUX	_
59-2	TO030	59	imparare	imparare	imparare	VERB	_
59-3	TO030	59	le	le	il	DET	_
59-4	TO030	59	lasa::gne	lasagne	lasagna	NOUN	_
60-0	T0032	60	eh	eh	eh	INTJ	_
61-0	TO030	61	l'	l'	l'	DET	Truncated=Yes
61-1	TO030	61	a	a	a	ADP	_
61-2	TO030	61	bi	bi	bo	NOUN	_
61-3	TO030	61	ci	ci	ci	PRON	_
61-4	TO030	61	ci	ci	ci	PRON	_
61-5	TO030	61	se::rve	serve	servire	VERB	_
61-6	TO030	61	{P}	{P}	_	_	_
61-7	TO030	61	cioè	cioè	cioé	ADV	_
61-8	TO030	61	capito?	capito	capito	ADJ	Intonation=rising
61-9	TO030	61	pensa	pensa	pensare	VERB	_
61-10	TO030	61	se	se	se	SCONJ	_
61-11	TO030	61	un	un	uno	DET	_
61-12	TO030	61	giorno	giorno	giorno	NOUN	_
61-13	TO030	61	avrò	avrò	avere	VERB	_
61-14	TO030	61	dei	dei	_	_	_
61-14a	_	_	_	di	di	ADP	_
61-14b	_	_	_	i	il	DET	_
61-15	TO030	61	figli	figli	figlio	NOUN	_
61-16	TO030	61	poi::	poi	poi	ADV	_
62-0	TO030	62	sì	sì	sì	ADV	_
62-1	TO030	62	queste	queste	questo	PRON	_
62-2	TO030	62	sono	sono	essere	AUX	_
62-3	TO030	62	le	le	il	DET	_
62-4	TO030	62	cose	cose	cosa	NOUN	_
62-5	TO030	62	che	che	che	PRON	_
62-6	TO030	62	vorrei	vorrei	volere	AUX	_
62-7	TO030	62	imparare	imparare	imparare	VERB	_
63-0	TO030	63	qualche	qualche	qualche	DET	_
63-1	TO030	63	altro	altro	altro	ADJ	_
63-2	TO030	63	tipo	tipo	tipo	NOUN	_
63-3	TO030	63	di	di	di	ADP	_
63-4	TO030	63	pa::sta	pasta	pasta	NOUN	_
63-5	TO030	63	forse	forse	forse	ADV	_
64-0	T0032	64	forse?	forse	forse	ADV	Intonation=rising
65-0	T0032	65	vuoi	vuoi	volere	AUX	_
65-1	T0032	65	cucinare	cucinare	cucinare	VERB	_
65-2	T0032	65	carbo[nara	carbonara	carbonaro	ADJ	_
65-3	T0032	65	tutta	tutta	tutto	DET	_
65-4	T0032	65	la	la	il	DET	_
65-5	T0032	65	vita]	vita	vita	NOUN	_
66-0	TO030	66	[forse	forse	forse	ADV	_
66-1	TO030	66	dovrei	dovrei	dovere	AUX	_
66-2	TO030	66	aver	aver	avere	VERB	_
66-3	TO030	66	la	la	il	DET	_
66-4	TO030	66	sba]tta	sbatta	sbatta	NOUN	_
66-5	TO030	66	anche	anche	anche	ADV	_
66-6	TO030	66	di	di	di	ADP	_
66-7	TO030	66	imparare	imparare	imparare	VERB	_
66-8	TO030	66	a	a	a	ADP	_
66-9	TO030	66	fare	fare	fare	VERB	_
66-10	TO030	66	il	il	il	DET	_
66-11	TO030	66	su:::go	sugo	sugo	NOUN	_
66-12	TO030	66	ma	ma	ma	CCONJ	ProsodicLink=Yes
66-13	TO030	66	mh	mh	mh	NOUN	_
